400	0.018399
401	0.018425
402	0.018445
403	0.018475
404	0.018515
405	0.018557
406	0.018605
407	0.018657
408	0.018716
409	0.018771
410	0.018818
411	0.01886
412	0.018913
413	0.018972
414	0.019039
415	0.019097
416	0.01916
417	0.019219
418	0.019278
419	0.019336
420	0.019398
421	0.019448
422	0.019503
423	0.019557
424	0.019617
425	0.019683
426	0.019739
427	0.019773
428	0.019809
429	0.019856
430	0.019893
431	0.019929
432	0.019974
433	0.020015
434	0.020051
435	0.020083
436	0.020115
437	0.020141
438	0.020165
439	0.020189
440	0.020218
441	0.020256
442	0.020287
443	0.020319
444	0.020342
445	0.020367
446	0.020386
447	0.020402
448	0.020423
449	0.020441
450	0.020453
451	0.02047
452	0.020484
453	0.020498
454	0.020509
455	0.020522
456	0.02053
457	0.020546
458	0.020558
459	0.02057
460	0.02058
461	0.020587
462	0.020591
463	0.020596
464	0.020598
465	0.020606
466	0.02062
467	0.020628
468	0.020635
469	0.020656
470	0.02067
471	0.020684
472	0.020696
473	0.02071
474	0.020724
475	0.020742
476	0.02076
477	0.020775
478	0.020791
479	0.020809
480	0.020823
481	0.020845
482	0.020861
483	0.020879
484	0.020899
485	0.020921
486	0.020941
487	0.020966
488	0.020996
489	0.021027
490	0.021067
491	0.021117
492	0.021176
493	0.021247
494	0.02133
495	0.021427
496	0.021542
497	0.021686
498	0.021857
499	0.02205
500	0.022273
501	0.022536
502	0.022839
503	0.023185
504	0.023571
505	0.024011
506	0.024503
507	0.025059
508	0.025668
509	0.026354
510	0.027103
511	0.02793
512	0.028838
513	0.029829
514	0.030888
515	0.032041
516	0.033251
517	0.034524
518	0.035847
519	0.037212
520	0.038608
521	0.040022
522	0.041446
523	0.042851
524	0.044208
525	0.04551
526	0.046738
527	0.047882
528	0.048918
529	0.049861
530	0.050709
531	0.051451
532	0.052083
533	0.052623
534	0.053067
535	0.053426
536	0.053702
537	0.053924
538	0.054084
539	0.054203
540	0.054247
541	0.054329
542	0.054361
543	0.0544
544	0.054428
545	0.054488
546	0.054537
547	0.054615
548	0.054684
549	0.054782
550	0.054826
551	0.054859
552	0.054844
553	0.05481
554	0.054727
555	0.054588
556	0.054364
557	0.054124
558	0.053791
559	0.053413
560	0.053015
561	0.052562
562	0.052047
563	0.051476
564	0.050857
565	0.050196
566	0.049484
567	0.048738
568	0.047961
569	0.047156
570	0.046351
571	0.045523
572	0.044731
573	0.043968
574	0.043232
575	0.042546
576	0.041889
577	0.041295
578	0.040739
579	0.040221
580	0.039738
581	0.039285
582	0.038862
583	0.03847
584	0.038105
585	0.037778
586	0.037461
587	0.037168
588	0.036909
589	0.036673
590	0.036456
591	0.036272
592	0.036091
593	0.03594
594	0.035806
595	0.035702
596	0.035583
597	0.035482
598	0.035385
599	0.035271
600	0.035161
601	0.035023
602	0.034872
603	0.034706
604	0.034497
605	0.034286
606	0.034043
607	0.033767
608	0.033478
609	0.033177
610	0.032875
611	0.03257
612	0.032265
613	0.031953
614	0.031651
615	0.031353
616	0.03108
617	0.030822
618	0.03058
619	0.03037
620	0.030191
621	0.030033
622	0.029909
623	0.0298
624	0.029711
625	0.029647
626	0.029596
627	0.029566
628	0.029546
629	0.029523
630	0.029508
631	0.029478
632	0.029426
633	0.029356
634	0.029254
635	0.029117
636	0.028948
637	0.02874
638	0.028503
639	0.028236
640	0.027956
641	0.027666
642	0.027371
643	0.027078
644	0.026801
645	0.026535
646	0.026292
647	0.026074
648	0.025885
649	0.025721
650	0.025585
651	0.02548
652	0.025389
653	0.025304
654	0.025222
655	0.025136
656	0.025051
657	0.024962
658	0.024867
659	0.024769
660	0.02468
661	0.024592
662	0.024521
663	0.024474
664	0.024449
665	0.024445
666	0.02446
667	0.024496
668	0.02456
669	0.024632
670	0.024723
671	0.024825
672	0.024932
673	0.025056
674	0.025184
675	0.025323
676	0.025472
677	0.025628
678	0.025792
679	0.025956
680	0.026117
681	0.026279
682	0.026434
683	0.026598
684	0.026779
685	0.027003
686	0.027289
687	0.027704
688	0.028297
689	0.029115
690	0.030233
691	0.03169
692	0.033525
693	0.035781
694	0.038463
695	0.041592
696	0.045145
697	0.049127
698	0.053497
699	0.058214
700	0.063274
701	0.068636
702	0.074177
703	0.079923
704	0.085813
705	0.091808
706	0.097917
707	0.10413
708	0.11046
709	0.11689
710	0.12345
711	0.13011
712	0.1369
713	0.14383
714	0.15092
715	0.15813
716	0.1655
717	0.17298
718	0.18056
719	0.18828
720	0.19607
721	0.20398
722	0.21196
723	0.21996
724	0.22797
725	0.23603
726	0.24399
727	0.25194
728	0.25977
729	0.26752
730	0.27515
731	0.28251
732	0.2898
733	0.29688
734	0.30366
735	0.31022
736	0.31653
737	0.3226
738	0.32839
739	0.33394
740	0.33919
741	0.34413
742	0.34881
743	0.35318
744	0.3573
745	0.36114
746	0.36474
747	0.36804
748	0.3711
749	0.3739
750	0.37645
751	0.37894
752	0.38139
753	0.38373
754	0.38597
755	0.38814
756	0.39025
757	0.39227
758	0.3942
759	0.39603
760	0.39777
761	0.39937
762	0.40088
763	0.4023
764	0.40363
765	0.40484
766	0.40594
767	0.40695
768	0.40789
769	0.40873
770	0.40947
771	0.41016
772	0.41078
773	0.41133
774	0.41181
775	0.4122
776	0.41261
777	0.41299
778	0.41328
779	0.41353
780	0.41372
781	0.41388
782	0.41405
783	0.41424
784	0.4144
785	0.41457
786	0.41475
787	0.4149
788	0.41507
789	0.4152
790	0.41537
791	0.41548
792	0.41563
793	0.41575
794	0.41588
795	0.416
796	0.41614
797	0.41625
798	0.41638
799	0.4165
800	0.41664
801	0.4168
802	0.41694
803	0.41711
804	0.41727
805	0.41743
806	0.4176
807	0.41776
808	0.41793
809	0.41808
810	0.41825
811	0.4184
812	0.41859
813	0.41874
814	0.41893
815	0.41909
816	0.41927
817	0.41942
818	0.41959
819	0.41975
820	0.41993
821	0.42007
822	0.4202
823	0.42035
824	0.4205
825	0.42064
826	0.4207
827	0.4208
828	0.42089
829	0.42093
830	0.42102
831	0.42108
832	0.4211
833	0.4211
834	0.42117
835	0.42125
836	0.42128
837	0.42136
838	0.42143
839	0.4215
840	0.42158
841	0.4217
842	0.42185
843	0.42196
844	0.42212
845	0.42224
846	0.42239
847	0.42255
848	0.42267
849	0.42281
850	0.42294
851	0.42303
852	0.42312
853	0.42321
854	0.42331
855	0.4234
856	0.42347
857	0.42354
858	0.42364
859	0.42368
860	0.42378
861	0.42388
862	0.42396
863	0.42406
864	0.42415
865	0.42422
866	0.42438
867	0.42456
868	0.42472
869	0.42491
870	0.42506
871	0.42518
872	0.42533
873	0.42549
874	0.42562
875	0.42577
876	0.42585
877	0.42596
878	0.42604
879	0.42616
880	0.42625
881	0.42633
882	0.42644
883	0.42654
884	0.42662
885	0.42674
886	0.42683
887	0.42691
888	0.427
889	0.42708
890	0.42717
891	0.42723
892	0.42727
893	0.42737
894	0.42743
895	0.42751
896	0.42754
